Habituality,Sentence,POS1,POS2,POS3,POS4,POS5,POS6,A1,A2,A3,A4,A5,SynPar1,SynPar2,SynPar3,SynPar4,R1
-1,"Cause people are sick you know still they wanna be friendly you know.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"be careful, um-  a couple days later- something's wrong, you know just the same thing that she described to 'em in the dream you know.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,"And uh,  the uh- one of the uh, killers, uh, when it was sort of uh- He was uh, s- sposta be uh, some- more or less psychologically bent towards killing anyway So he went out there and uh, they had a shot gun and they tied the victims up and put tape across their mouth and then uh, tied 'em up with clothesline, and- and then shot all four of 'em.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"That was uh- It was Charlton Heston and uh, it was supposed to be w- where uh, they were in a space ship and they uh- They went out in space and something happened.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And uh, they thought he was more or less a threat to uh, the civilization because they- they thought he might be surpass the apes.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Maybe one to two of my friends might be a couple years older than that.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"And uh,  then uh, he would- If he didn't know anybody in our group or didn't know any of the friends of anybody that uh- I know, I guess uh, he'd just m- would maybe be seen around or might- he might s- strike up a casual conversation someplace or I don't know.
",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,"But I- I thought just a- just about the- the minute before I saw the car, you know, I really thought that was gonna be it.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Well um, it'd be a close thing between The Good, Bad and Ugly and uh, For a Few Dollars More.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,"He would shoot the rope, and he would ride past the o- other fella'd be following the horse, and they would ride off.
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1,"A follow up uh, of uh, The Good, Bad and Ugly, it was- be bad.
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"And he would take me home, and you know, be - go back and work on school plays and stuff like that.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1,"Then once you start understanding things a little bit more, you would uh, be able to appreciate it more.
",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"You were- Most- I think what it was- The worst part of it was you- you were homeless- You'd be lonely.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Because if you didn't just wanna be a j- simple draftsman, you know what I mean?
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Well it would be hard to say.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Then it would be something else wouldn't it?
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"So by the time- Let's say about five years, I would be established in so many fields, and I would- and um, I w- You would run across a lot of interesting people, therefore your ideas- You would have a wider concept of life and people and- and places and things.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"And this is uh- So when I- So I won't be one sided because a lot of people in America are one sided.
",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
-1,"But all I knew- It had to be coming in- Well I couldn't say.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"You know, put your arm up, show him some of the ways that a person would be mean to him because a dog know they master not gonna hurt him, and then he'll know to attack, attack your arm, or go for your throat, go anything.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"And then, now my cousin have her, he working with her now because uh, she was getting to be a little too vicious towards everyone, you know.
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"And then someone always had a record player or something, you know, and we used to dance, and then I had a certain hour I had to be in the house, about eight o'clock in the evening.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Oh, I was supposed to be there at four o'clock, but was no way, excuse me, was one- no way possible for me to make it, cause I was work- going to uh Faythe, which is over on Seventeenth and East Capital Street, and then I had to go out all the way to Arlington, Virginia, Fortieth and Oakley Road, and so they let me come in at five, you know.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Yeah, she'd be the only one because all my other teachers I got along with them fine.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"But some of 'em really have to be cruel towards some of the students cause some of the students are cruel towards the teachers.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"And then the high interest in the student is in the work because some of the teachers can sit in there and preach the whole book to you and everything else, and it be boring as I don't know what.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1,"And regardless of the race or how poor a child is or how the child is dressed when they come to school, if you go ahead and try to be nice to that child and try to help that child they will love you, know?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"And so that's why I think r- really amazes me, you know, and could it be true.
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,"It could be something I watch.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"How she really love him, and he really love her, and they seem to be very close just from mail, you know?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And I mean that part of it, I don't think is fiction at all because that's something that could be true.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"And then it shows how someone that can be so bold also.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"But I think that goes by, how that person think, you know if you think dirty everything will be dirty to you.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"I won't be angry towards you, I'll continue to speak to you, talk to you, but yet still in the back of my mind, I never forget it, you know?
",0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
-1,"And when I was supposed to be in bed at that time of night, I was out, having me a ball, you know.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I wanted to be a doctor.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"But uh really a veterinarian, that's what I really wanted to be.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Because so called friends, they'll be around while you got it, but when it's gone, that's when you find out who your friends are, you know?
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"No intentions on going back cause I feel once a young man get out there, supposed to stay be able to stand his ground you know?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And I think when a young man turn eighteen, if he's not going to college, he should be on his own because um he no more baby.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"To be honest with you, because my father and mother really broke they neck to try get me and my brother things we really wanted.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Mostly to kids, you know, my little brothers, or little cousins, or someone else's little kids because I used to be a sucker.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"I take him out horseback riding, things that he never done before, and just to see the expression on his face, and the other kids around there, how happy they be when I do these, make me feel very good.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1,"Because um when a girl's at a certain age it's wise for a man not to be too close to her.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"If anything happen you can be blame, whether you was around when it happened or not, you know?
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"And it was, I was just jiving around, my cousin and I, doing something we wasn't supposed to be doing, like playing baseball inside the house.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"No, it just- just a bunch of guys get together and- and choose sides and then h- the- some be the good guys and the bad guys, you kn- they get away, and we go after 'em.
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
-1,"And if you could hit pretty hard  you would never be it.
",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-1,"Or then, yeah, the few who wanted to be it - Yes.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Well, uh, I mean, you be playing around the girls.
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1,"And they thought they was going to be taken prisoners as spies because they had- they had uniforms on they had these uh Yankee uniforms on.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"They said he was shell-shocked, and he couldn't stand any loud noises or something, or sometime uh this- this one sh- they would get in there, and he would be concentrating on something and take his fingernail and scrape across the blackboard and make that noise.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"You know, anyone, you know, you might t- he say, everybody be quiet, you know, and do your work- work.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,"I mean cause you- uh, it may be unconscious.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"You may be concentrating on something, maybe, might even- I know a guy.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"And my parents was telling me, you know, I was always afraid of going to jail, you know, g- getting in trouble and everything well I  uh so uh at- at first, I- you know, I used to be with the fellas in- in the school, you know, with- who's pretty n- nice guys in school I used to hang with.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And, I didn't have the clothes that some of them had, and I didn't you know, I felt- I felt ashamed to be around them, so finally I just drifted off from 'em and took up with these ones who were, you know, around where I lived.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"You know, we'd be playing uh you know, playing, wrestling and everything.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"I- when I moved into it, I just happened to be sitting on the porch and this one boy, he was uh very talkative.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"You don't want to be, you know, into that.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Well, usually the ones like uh, usually run like to a wall or distant and the last one that get there, he's the one to be it.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Like you say, ten, twenty, thirty five, forty, you know, things like this, and then uh, when he count to a hundred, everybody supposed to be gone and when they come back you know, you have to full, run and find 'em.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Uh, well like uh, you be - Well it- You could- This a type of game that you could play anytime.
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
-1,"And he wanted to know what he was doing there cause they were supposed to be going to see uh, I think it was something like a hockey game or something like this you know.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"But anyway they uh, were celebrating, and these other two, they went out and they decided they want to be different.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"They'll be as large as he is, you know.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"And uh, and most like you live by the sword, you die by the sword, or something of this nature, but you had to be strong in order to survive in those places.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"You may have about ten or twelve of y'all be out there fighting, you know?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,"When uh, she get up, you know, go somewhere, you know, her hair be all tangled up.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,"He wanted everything to be like um, it was when he was a kid.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"He said, what you trying to be smart or something with me, boy?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Well, he had to um, come and be initiated, and if he couldn't uh, stand up to initiation, then he couldn't get in the club anyway.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"That's be when- before we went in- and if a kid wanted to go in- Well we used to choose our own kids to bring in the club.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"Why just be uh, at one place, and we can't move in other parts of the city.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,"Then we be able to travel everywhere we want to go.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1,"I mean don't nobody wanna be from the ghetto, nobody.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"But I mean, if I had it all to do over again, and if I was from the ghetto, I'd just be from the ghetto.
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,"And that'd be about all I want.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"And it wouldn't be, you know, a thing like um- Let me say for instance, say, you go to a store and you order something and you know, you don't have enough money to pay for it.
",0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
-1,"Well n- n- just like playing um who gonna be first up at bat, you know.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"The whole head'll be laying off at the end of the street.
",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,"Well now you gonna take it and uh be talking or something and she'll come in and scream about you.
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1,"Oh yeah, they- they well- well, most of 'em, I mean the ones that we played a trick on in school like that, we're writing something on the board about them you know, they'd come up erase the board, and they will be mad but they wouldn't say too much you know.
",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-1,"No, um Well I- I- I- I did wanna be a- a doctor when I was coming up.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"You know, line 'em up uh where the uh first stop will be, you know, and the second and the third and go on uh something like about twenty five or thirty stops a day.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,"Well I have to agree with the uh vote that they took in Washington uh during the Winter, be Paul Casanova the best all around athlete.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1,"Another one was um she was sort of in the show business but more or less was a model, she had a mother that always made her breasts- had to be s- you know a certain way and everything else, and she wound up doing uh nudey pictures in France for some guy, and she married some fella who was a promising singer and he had some disease so we- he was institutionalized and she went overseas and start making these pictures.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"No one of her favorite statements used to be I got mine you have yours to get and you can sit there and play around all you want, you know, you don't have t- to get to work if you don't want to, I have mine and you have yours to get.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I mean, she worked hard to get where she was and I didn't think that the kids should be in there just you know raising Cain and disrupting everybody else.
",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-1,"Well she uh explained and she was always available you know if you had difficulty or you know- she was always available, and she did it with a smile with a thought of uh you know grumbling and she just seemed to be a dedicated teacher, and she helped her students all get grades that were the maximum instead of just passing like that.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"And as a uh counselor said I should be able to uh do the work, so what and so on, it didn't come quite that easily.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"When I was in kindergarten I wanted to be a teacher.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"I didn't think about dying I just realized I could be hurt but uh, no I've never been in a situation where I actually thought I was gonna die.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"I mean I'm not gonna go out here and try to be reckless to the point of trying fate, but I do believe that uh very much what is gonna happen to you is going to happen.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Well, uh, be two or three whatever, and one would hide, count up to ten and go hide, and then you ready or not, hear I come!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,"Oh, when you um, played Hide and Go Seek, do you remember how you chose the person that was going to be it?
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Well you know Amy, and Pauls is supposed to be well separate you know?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"But I like all of 'em, but I like- for my choice would be a cat.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Well I'll be.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Um, do you think that um, it would be b- uh, good, to go back to the old kicking of the habit?
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Well, I don't know why things change so much, but I c- I really don't know because the children nowadays, they wouldn't uh, stand for that like we did because that was the systems at that time, and we uh, knowed better than to be rude to the teacher.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"If you could do it all over again, what would you want to be or how would you change your life?
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"Now, what do- Could you take one day, it could be any day of the week, and say what you do from the time you get up until the time you go to bed.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Especially since, coming up now, there seems to be a lot of tension building among cultural- Well I really would like to see it.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"I would be very glad.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"They has announced it to write in if uh- Should his birthday be set aside for holiday.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,"And I think that he should be honored among uh, this younger generation that's coming up.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"go and be with her.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,"I don't know if this should be on here or not, but you- you asked for it.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Were you ever in a situation where you thought you might be killed or you might die?
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"And there is some things that perhaps maybe we can't just - can't help but a lot of things that I do believe can be avoided.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Well sometimes it would be several of us playing and t- called it tag.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"W- w- well, I guess that could be measured out in more than one thing.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Well there's several things you have to do I- first you have to be a a good Christian  I thought of it several times when I was young.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Well I don't- I wouldn't uh I wouldn't say that I was in a situation where I thought I was about to be killed except the kind of work that I fall on the railroad you're subject get killed any time you know have a wreck or anything like that you know course you understand that when you take the job.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Well, what does it mean to be it?
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"It's a game w- when you have to whisper, and then when it gets around to the last person, you have to um- The last person be it.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And then the last person that have it have to be it.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Boy, that must be a pretty smart dog.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"How to be kind to others?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"How do you be kind to others?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,"Tell me all about how to be kind to other people.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"You have to- Like if another person wanted to play a game, you have to um- you have to let them be first.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,"What does it mean to be nice?
",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Um, what do you wanna be when you finish school?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I don't think I'm gonna be a doctor because you have to stay in college eight years.
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"What do you think you have to do to be a teacher?
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Um- And be patient.
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I wanna be their whole teacher.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"You wanna be a what?
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"I wanna be their normal teacher.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I just wanna be a plain teacher.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Oh yeah, that would be nice.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"See, um, we have a um, one be the mother and um, some of them have dolls for their child.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,"See, um, they like um- See, they was gonna let that girl name Khayyam be the leader but she didn't do so much.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1,"I wanna be a um, teacher.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Because they- See, when Christmas come they won't s- be surprised because they seen mostly all of it.
",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Um, how do you decide who's gonna be first?
",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"and whoever it is it, will- The last one that's in, they'll be the l- uh- the one that's it.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,"They be saying um, My mother told me to wash them clothes.
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,"And when I be doing my work, she'll say I wasn't doing it.
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1,"She was fair because she- she want- she did- she wanted us not to- She wanted us to behave ourselves when we go on trips and be amenable to everyone.
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"and don't be igorant Mm-hm.
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1,"To be - You know what being good is?
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"and I would give her two cent and that would be good.
",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,"I said, Miss Saidah can I be a monitor?
",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-1,"And I raised my hand and I try to be quiet and I try to do nice things.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"You know, no, they listen to her be - You know, in a way she's mean, and in a way she isn't.
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
-1,"And I would- I would hire somebody to build my grandmother a house in the country so she could be satisfied.
",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-1,"I mean how- what- how good or how f- funny or anything um, would a person have to be in order for you to accept them as your friend?
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"be my friend.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,"Well tell me about when you had to fight somebody to be their friend?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And then, that's how she- So you got to be friends.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Well, um, what do you wanna be when you finish school?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And study and take s- tests to be a teacher.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"And I sposta be playing for our church.
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1,"They must be hard.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"That was when one person would be it you say, take one step and then say, mother may I, Mm-hm.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"That be when the person counted to ten real fast, say one two three four red light and turn around, and you gotta stop at the red light, and while he's turned around you can run all the way up, the first one to reach it- reach up to the red light, is the new red light.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1,"So, She told- she put a curse on Barnabas said he'll never die, be eternal life.
",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"You be a leader not a follower.
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,"Well how could she be your favorite?
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,"Well what is it about these girls that make you - make you wanna be friends?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"We be running around.
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1,"What does it take to be a leader?
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"What does it take to- like to be accepted into your group?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Uh, what is it that you wanna be in life?
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I like to operate, I wanna be a pediatrician, or one of those deliver the little babies.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Got my heart set on doctor but if I can't make a doctor I'll be a nurse.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"I don't know- I wanna study real hard to be a doctor.
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"So I wanna be a doctor.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Now you mentioned about uh, cutting up animals and things, don't you think you'd have to do more of that if you're gonna be a doctor?
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"What did you- What do you think the life of a doctor, a woman doctor would be in a hospital?
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"You go be inaudible?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Have you ever been in a uh, situation where you thought uh-oh, that this might be the end of me?
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Buy me a house full of furniture, pay for it first so I wouldn't be - have to bother about paying a rent on it.
",0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
-1,"Who do they have to be for you to go with them?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"They don't have to be cute or anything I just like 'em cause of their self.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"What do you mean when you say they don't have to be fancy?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Gonna be fifteen in November.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"Just odd as I can be.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Well we all put out feet together and then we sort of used this little rhyme and everything then we go around whoever last has to be it.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And she had- her sister had a little daughter and everything and it was this um- And she wanted to be a designer so she'd go up in her room sometime and she'd draw and everything and create fashions and all.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Says um- then she says something about well, you'll be getting married I hope to my husband and everybody turned around and said oh and all that.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"He's in Canada now and um, well, I been doing things that I shouldn't be doing really but- Really I didn't ask to go with him but he just insist you know and things like that.
",0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
-1,"He'd be tall.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"Well, you'd have to be hip to everything.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"You can't be stuck up and all.
",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
-1,"Um, well, I probably- I'm going to college to be an interior decorator, I want to anyway.
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1,"There- there used to be a lot of cliques, but now I don't know.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Um- Well, I don't know they really j- just have to be outgoing and nice.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"I just- One day I said I wanted to be a lawyer.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"And they have to be - bring their towels and their bathing suits, and they- and they lie down in the street.
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1,"Um, her sisters used to always- They were too old to be in the program, but they- they were always there.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,"And- But, I'm never um, been afraid, like if something happened that I'd be killed.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,"I don't- Be terribly scared.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1,"I guess it would be Star Trek.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1,"Well,  we decided on Bear because he's- we knew that he was gonna be large because his mother is pretty large.
",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1,"Just, something that seemed like it might be fun at the time.
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,"They were usually relays, and the person who didn't have a bike, or the person too little would be the starter for the thing.
",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
